date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:12:18	16619/16619	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2011%20Mar%202023%2009:42:18%20GMT	https://5.imimg.com/data5/UV/DP/AA/SELLER-1364695/seaweed-gel-500x500.jpg	H:/Backup/Websites/www.sathyambio.net/www.sathyambio.net/5.imimg.com/data5/UV/DP/AA/SELLER-1364695/seaweed-gel-500x500.jpg	(from https://www.sathyambio.net/seaweed-extract-fertilizer.html)
15:12:18	13851/13851	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2011%20Mar%202023%2009:42:18%20GMT	https://5.imimg.com/data5/SELLER/Default/2022/3/GH/ER/RD/1364695/black-seaweed-powder-500x500.jpg	H:/Backup/Websites/www.sathyambio.net/www.sathyambio.net/5.imimg.com/data5/SELLER/Default/2022/3/GH/ER/RD/1364695/black-seaweed-powder-500x500.jpg	(from https://www.sathyambio.net/seaweed-extract-fertilizer.html)
15:12:18	272566/272566	---MCZ	200	added ('OK')	application/pdf	date:Sat,%2011%20Mar%202023%2009:42:17%20GMT	https://www.sathyambio.net/sathyam-bio.pdf	H:/Backup/Websites/www.sathyambio.net/www.sathyambio.net/www.sathyambio.net/sathyam-bio.pdf	(from https://www.sathyambio.net/profile.html)
15:12:18	10324/10324	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2011%20Mar%202023%2009:42:18%20GMT	https://3.imimg.com/data3/KY/NH/MY-1364695/seaweed-extract-liquid-500x500.jpg	H:/Backup/Websites/www.sathyambio.net/www.sathyambio.net/3.imimg.com/data3/KY/NH/MY-1364695/seaweed-extract-liquid-500x500.jpg	(from https://www.sathyambio.net/seaweed-extract-fertilizer.html)
15:12:19	13369/13369	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2011%20Mar%202023%2009:42:19%20GMT	https://5.imimg.com/data5/OT/SQ/OH/SELLER-1364695/seaweed-concentrate-gel-500x500.jpg	H:/Backup/Websites/www.sathyambio.net/www.sathyambio.net/5.imimg.com/data5/OT/SQ/OH/SELLER-1364695/seaweed-concentrate-gel-500x500.jpg	(from https://www.sathyambio.net/seaweed-extract-fertilizer.html)
15:12:19	10923/10923	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2011%20Mar%202023%2009:42:19%20GMT	https://5.imimg.com/data5/SELLER/Default/2020/12/WT/SU/YN/1364695/seaweed-tablets-500x500.jpeg	H:/Backup/Websites/www.sathyambio.net/www.sathyambio.net/5.imimg.com/data5/SELLER/Default/2020/12/WT/SU/YN/1364695/seaweed-tablets-500x500.jpg	(from https://www.sathyambio.net/seaweed-extract-fertilizer.html)
15:12:19	24599/24599	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2011%20Mar%202023%2009:42:19%20GMT	https://5.imimg.com/data5/SELLER/Default/2020/12/PE/PB/HK/1364695/sw1-500x500.jpeg	H:/Backup/Websites/www.sathyambio.net/www.sathyambio.net/5.imimg.com/data5/SELLER/Default/2020/12/PE/PB/HK/1364695/sw1-500x500.jpg	(from https://www.sathyambio.net/seaweed-extract-fertilizer.html)
15:12:19	18779/18779	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2011%20Mar%202023%2009:42:19%20GMT	https://5.imimg.com/data5/SELLER/Default/2022/3/XH/PH/EJ/1364695/raw-sargassum-seaweed-powder-500x500.jpeg	H:/Backup/Websites/www.sathyambio.net/www.sathyambio.net/5.imimg.com/data5/SELLER/Default/2022/3/XH/PH/EJ/1364695/raw-sargassum-seaweed-powder-500x500.jpg	(from https://www.sathyambio.net/seaweed-extract-fertilizer.html)
15:12:20	7268/7268	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2011%20Mar%202023%2009:42:20%20GMT	https://5.imimg.com/data5/SELLER/Default/2022/3/KS/IV/WY/1364695/5-500x500.jpg	H:/Backup/Websites/www.sathyambio.net/www.sathyambio.net/5.imimg.com/data5/SELLER/Default/2022/3/KS/IV/WY/1364695/5-500x500.jpg	(from https://www.sathyambio.net/seaweed-extract-fertilizer.html)
15:12:20	19058/19058	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2011%20Mar%202023%2009:42:20%20GMT	https://5.imimg.com/data5/SELLER/Default/2022/3/VO/JO/HN/1364695/red-seaweed-powder-500x500.jpeg	H:/Backup/Websites/www.sathyambio.net/www.sathyambio.net/5.imimg.com/data5/SELLER/Default/2022/3/VO/JO/HN/1364695/red-seaweed-powder-500x500.jpg	(from https://www.sathyambio.net/seaweed-extract-fertilizer.html)
15:12:20	12466/12466	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2011%20Mar%202023%2009:42:20%20GMT	https://5.imimg.com/data5/SELLER/Default/2022/2/BJ/JV/CK/1364695/50-soya-based-amino-acid-powder-500x500.jpg	H:/Backup/Websites/www.sathyambio.net/www.sathyambio.net/5.imimg.com/data5/SELLER/Default/2022/2/BJ/JV/CK/1364695/50-soya-based-amino-acid-powder-500x500.jpg	(from https://www.sathyambio.net/amino-acid.html)
15:12:21	9369/9369	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2011%20Mar%202023%2009:42:21%20GMT	https://5.imimg.com/data5/SELLER/Default/2022/2/AD/HK/BL/1364695/soya-based-amino-80-powder-500x500.jpg	H:/Backup/Websites/www.sathyambio.net/www.sathyambio.net/5.imimg.com/data5/SELLER/Default/2022/2/AD/HK/BL/1364695/soya-based-amino-80-powder-500x500.jpg	(from https://www.sathyambio.net/amino-acid.html)
15:12:21	64313/64313	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2011%20Mar%202023%2009:42:21%20GMT	https://5.imimg.com/data5/SELLER/Default/2022/2/ME/ZH/UO/1364695/super-potassium-f-huamte-shiny-flakes-500x500.jpg	H:/Backup/Websites/www.sathyambio.net/www.sathyambio.net/5.imimg.com/data5/SELLER/Default/2022/2/ME/ZH/UO/1364695/super-potassium-f-huamte-shiny-flakes-500x500.jpg	(from https://www.sathyambio.net/humic-acid.html)
15:12:22	14847/14847	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2011%20Mar%202023%2009:42:21%20GMT	https://5.imimg.com/data5/SELLER/Default/2022/2/VK/AM/ZZ/1364695/potassium-humate-powder-500x500.jpg	H:/Backup/Websites/www.sathyambio.net/www.sathyambio.net/5.imimg.com/data5/SELLER/Default/2022/2/VK/AM/ZZ/1364695/potassium-humate-powder-500x500.jpg	(from https://www.sathyambio.net/humic-acid.html)
15:12:22	25594/25594	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2011%20Mar%202023%2009:42:22%20GMT	https://5.imimg.com/data5/SELLER/Default/2022/2/AW/XT/LA/1364695/organic-fertilizer-powder-500x500.jpg	H:/Backup/Websites/www.sathyambio.net/www.sathyambio.net/5.imimg.com/data5/SELLER/Default/2022/2/AW/XT/LA/1364695/organic-fertilizer-powder-500x500.jpg	(from https://www.sathyambio.net/chemical-powder.html)
15:12:22	31800/31800	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2011%20Mar%202023%2009:42:22%20GMT	https://5.imimg.com/data5/SELLER/Default/2022/2/TI/YQ/WC/1364695/herbal-fungicide-powder-500x500.jpg	H:/Backup/Websites/www.sathyambio.net/www.sathyambio.net/5.imimg.com/data5/SELLER/Default/2022/2/TI/YQ/WC/1364695/herbal-fungicide-powder-500x500.jpg	(from https://www.sathyambio.net/chemical-powder.html)
15:12:23	14509/14509	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2011%20Mar%202023%2009:42:22%20GMT	https://5.imimg.com/data5/SELLER/Default/2022/3/NM/TD/ER/1364695/chelated-micronutrient-powder-500x500.jpg	H:/Backup/Websites/www.sathyambio.net/www.sathyambio.net/5.imimg.com/data5/SELLER/Default/2022/3/NM/TD/ER/1364695/chelated-micronutrient-powder-500x500.jpg	(from https://www.sathyambio.net/micronutrient-fertilizer.html)
15:12:23	13664/13664	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2011%20Mar%202023%2009:42:23%20GMT	https://5.imimg.com/data5/SELLER/Default/2022/2/KG/DL/WV/1364695/micronutrient-liquid-500x500.jpg	H:/Backup/Websites/www.sathyambio.net/www.sathyambio.net/5.imimg.com/data5/SELLER/Default/2022/2/KG/DL/WV/1364695/micronutrient-liquid-500x500.jpg	(from https://www.sathyambio.net/micronutrient-fertilizer.html)
15:12:23	25620/25620	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2011%20Mar%202023%2009:42:23%20GMT	https://5.imimg.com/data5/SELLER/Default/2022/3/TP/UG/YM/1364695/3-500x500.jpg	H:/Backup/Websites/www.sathyambio.net/www.sathyambio.net/5.imimg.com/data5/SELLER/Default/2022/3/TP/UG/YM/1364695/3-500x500.jpg	(from https://www.sathyambio.net/organic-fertilizer.html)
15:12:24	30990/30990	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2011%20Mar%202023%2009:42:23%20GMT	https://3.imimg.com/data3/EG/EK/MY-1364695/organic-seaweed-granular-500x500.jpg	H:/Backup/Websites/www.sathyambio.net/www.sathyambio.net/3.imimg.com/data3/EG/EK/MY-1364695/organic-seaweed-granular-500x500.jpg	(from https://www.sathyambio.net/organic-seaweed-granule.html)
15:12:24	47143/47143	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2011%20Mar%202023%2009:42:24%20GMT	https://5.imimg.com/data5/SELLER/Default/2020/12/QZ/BT/PN/1364695/fulvic-acid-500x500.jpeg	H:/Backup/Websites/www.sathyambio.net/www.sathyambio.net/5.imimg.com/data5/SELLER/Default/2020/12/QZ/BT/PN/1364695/fulvic-acid-500x500.jpg	(from https://www.sathyambio.net/fulvic-acid.html)
15:12:24	9374/9374	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2011%20Mar%202023%2009:42:24%20GMT	https://5.imimg.com/data5/SELLER/Default/2022/3/YP/LP/YN/1364695/8-500x500.jpg	H:/Backup/Websites/www.sathyambio.net/www.sathyambio.net/5.imimg.com/data5/SELLER/Default/2022/3/YP/LP/YN/1364695/8-500x500.jpg	(from https://www.sathyambio.net/seaweed-extract-powder.html)
15:12:25	18535/18535	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2011%20Mar%202023%2009:42:25%20GMT	https://5.imimg.com/data5/SELLER/Default/2022/3/UA/TZ/HK/1364695/potassium-phosphonate-liquid-500x500.jpeg	H:/Backup/Websites/www.sathyambio.net/www.sathyambio.net/5.imimg.com/data5/SELLER/Default/2022/3/UA/TZ/HK/1364695/potassium-phosphonate-liquid-500x500.jpg	(from https://www.sathyambio.net/plant-growth-promoter.html)
15:12:27	272566/272566	---MCZ	200	added ('OK')	application/pdf	date:Sat,%2011%20Mar%202023%2009:42:25%20GMT	https://www.sathyambio.net/cgi/create-pdf.php?url=https://www.sathyambio.net/&comp_name=Sathyam%20Bio	H:/Backup/Websites/www.sathyambio.net/www.sathyambio.net/www.sathyambio.net/cgi/sathyam-bio9260.pdf	(from https://www.sathyambio.net/corporate-brochure.html)
